codigo,nombre,temperatura,luminosidad,saturacion,familia_visual,estilos_recomendados,ambientes_recomendados,combina_con,contrasta_con,descripcion_tecnica,nivel_luminosidad,nivel_saturacion,sensacion_visual
,Gris Rocío,Cálido,9,2,Marfil,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Marfil cálido de luminosidad muy alto (9/10) y saturación muy baja (2/10) que aporta amplitud visual.,Muy Alto,Muy Baja,Luminoso;Amplio;Cálido;Acogedor
,Magnolia Cristalina,Neutro,8,1,Hueso,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Hueso neutro de luminosidad alto (8/10) y saturación muy baja (1/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
,Porcelana,Neutro,8,2,Marfil,Minimalista;Nórdico;Japandi,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Negro mate,Negro mate;Grafito;Verde oliva,Marfil neutro de luminosidad alto (8/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Neutro;Elegante
,Vientos Calmos,Cálido,8,4,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (8/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Amarillo Albalux,Cálido,5,10,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (5/10) y saturación muy alta (10/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Amarillo Duralba,Cálido,6,10,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Amarillo Esm Std,Cálido,6,10,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación muy alta (10/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Amarillo Mediano Albalux,Cálido,4,10,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación muy alta (10/10) que equilibra el espacio.,Bajo,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Beige Albalux,Cálido,4,3,Terracota,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Sobrio
,Beige Esm Std,Cálido,4,4,Terracota,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Natural
,Canarias Satinol,Cálido,6,9,Terracota,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad medio (6/10) y saturación muy alta (9/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Crema Albalux,Cálido,5,6,Arena,Rústico;Mediterráneo,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
,Crema Esm Std,Cálido,6,7,Arena,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (6/10) y saturación alta (7/10) que equilibra el espacio.,Medio,Alta,Suave;Cálido;Acogedor;Alegre
,Marfil Seda Albalux,Cálido,7,8,Arena,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
,Oliva Osado,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Oliva Osado,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Oro Monárquico,Cálido,4,5,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
,Osito de Peluche,Cálido,3,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Hoja de Alcaucil,Cálido,4,3,Terracota,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Sobrio
,Hojas De Otoño,Cálido,2,3,Piedra,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Piedra cálido de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Jaspe Precioso,Cálido,4,3,Piedra,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Piedra cálido de luminosidad bajo (4/10) y saturación baja (3/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Sobrio
,Mordida de Cobra,Cálido,7,8,Piedra,Pop;Maximalista,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Piedra cálido de luminosidad alto (7/10) y saturación alta (8/10) que aporta amplitud visual.,Alto,Alta,Luminoso;Amplio;Cálido;Acogedor
,Sauce Joven,Cálido,7,6,Arena,Rústico;Mediterráneo,Living;Comedor;Cocina,Blanco;Madera clara;Beige;Neutros,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación media (6/10) que aporta amplitud visual.,Alto,Media,Luminoso;Amplio;Cálido;Acogedor
,Silencio de Invierno,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Silencio de Invierno,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Silencio de Invierno,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Silencio de Invierno,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Silencio De Invierno,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Verde Musgo Duralba,Cálido,2,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Árbol Otoñal,Cálido,4,5,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
,Caminatas Otoñales,Cálido,3,6,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (6/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Caminatas Otoñales,Cálido,3,6,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (6/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Cappuccino,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Caramelo de Chocolate,Cálido,2,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (4/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Castaño Albalux,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Chocolate Esm Std,Cálido,2,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (4/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Cobre Suave,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Cobre Suave,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Dulce Naranja,Cálido,5,9,Arena,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación muy alta (9/10) que equilibra el espacio.,Medio,Muy Alta,Suave;Cálido;Acogedor;Alegre
,Extremo Sur,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Macchiato Matutino,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Marrón Duralba,Cálido,2,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Moca Suave,Cálido,4,5,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
,Naranja Alablux,Cálido,2,8,Terracota,Pop;Maximalista;Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación alta (8/10) que genera profundidad.,Muy Bajo,Alta,Profundo;Cálido;Acogedor;Alegre
,Naranja Cafayate,Cálido,4,7,Arena,Pop;Maximalista,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Arena cálido de luminosidad bajo (4/10) y saturación alta (7/10) que equilibra el espacio.,Bajo,Alta,Suave;Cálido;Acogedor;Alegre
,Naranja en Llamas *,Cálido,3,7,Terracota,Pop;Maximalista;Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad.,Bajo,Alta,Profundo;Cálido;Acogedor;Alegre
,Naranja Esm Std,Cálido,3,8,Terracota,Pop;Maximalista;Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación alta (8/10) que genera profundidad.,Bajo,Alta,Profundo;Cálido;Acogedor;Alegre
,Ocre Albalux,Cálido,3,7,Terracota,Pop;Maximalista;Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación alta (7/10) que genera profundidad.,Bajo,Alta,Profundo;Cálido;Acogedor;Alegre
,Ocre Duralba,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Ocre Madeira Satinol,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Siesta Relajante,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Silica Texturado Petreo Clear,Cálido,5,3,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Sobrio
,Sombra de Cedro,Cálido,4,5,Arena,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Arena cálido de luminosidad bajo (4/10) y saturación media (5/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
,Teja Continental,Cálido,3,5,Terracota,Dramático,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación media (5/10) que genera profundidad.,Bajo,Media,Profundo;Cálido;Acogedor;Natural
,Teja Duralba,Cálido,3,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Tierra del Fuego,Cálido,4,6,Terracota,Contemporáneo,Comedor;Living,Blanco;Madera clara;Beige;Blanco roto;Neutros,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (4/10) y saturación media (6/10) que equilibra el espacio.,Bajo,Media,Suave;Cálido;Acogedor;Natural
,Vasija de Arcilla,Cálido,3,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Vasija de Arcilla,Cálido,3,4,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (4/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Natural
,Vicuña Albalux,Cálido,5,6,Arena,Rústico;Mediterráneo,Comedor;Living,Blanco;Madera clara;Beige;Neutros,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación media (6/10) que equilibra el espacio.,Medio,Media,Suave;Cálido;Acogedor;Natural
,Adorno Rupestre,Cálido,3,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Adorno Rupestre,Cálido,3,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Almendra Confitada,Cálido,5,2,Gris cálido,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
,Alpargata,Cálido,1,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad muy bajo (1/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Anochecer Fogoso,Cálido,5,2,Gris cálido,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (5/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
,Artilugio Gris,Neutro,2,1,Grafito,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Grafito neutro de luminosidad muy bajo (2/10) y saturación muy baja (1/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
,Barro,Cálido,3,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad bajo (3/10) y saturación muy baja (2/10) que genera profundidad.,Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Beige Costero,Cálido,5,3,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Sobrio
,Beige Costero,Cálido,5,3,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Sobrio
,Beige Mineral,Cálido,6,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (6/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Beige Osado,Cálido,7,3,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (3/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Blanco,Cálido,9,4,Piedra,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Piedra cálido de luminosidad muy alto (9/10) y saturación baja (4/10) que aporta amplitud visual.,Muy Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Blanco Cordel,Cálido,7,4,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Blanco Europeo,Cálido,7,4,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Blanco Europeo,Cálido,7,4,Arena,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Arena cálido de luminosidad alto (7/10) y saturación baja (4/10) que aporta amplitud visual.,Alto,Baja,Luminoso;Amplio;Cálido;Acogedor
,Bronce Tibetano,Cálido,5,3,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Sobrio
,Calcáreo,Cálido,7,2,Gris cálido,Minimalista;Nórdico;Japandi;Rústico;Mediterráneo,Living;Comedor;Cocina;Dormitorio;Pasillo,Blanco;Madera clara;Beige,Negro mate;Grafito;Azul profundo,Gris cálido cálido de luminosidad alto (7/10) y saturación muy baja (2/10) que aporta amplitud visual.,Alto,Muy Baja,Luminoso;Amplio;Cálido;Acogedor
,Camello,Cálido,5,4,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (4/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Natural
,Camino Urbano,Neutro,4,2,Gris frío,Contemporáneo,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Gris frío neutro de luminosidad bajo (4/10) y saturación muy baja (2/10) que equilibra el espacio.,Bajo,Muy Baja,Suave;Neutro;Elegante;Sobrio
,Caqui Intenso,Cálido,2,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Carbonilla,Neutro,2,2,Chocolate,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Chocolate neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
,Casa Grande,Cálido,2,2,Gris cálido,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Cálido;Acogedor;Sobrio
,Castor Suave,Cálido,4,4,Arena,Contemporáneo,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Arena cálido de luminosidad bajo (4/10) y saturación baja (4/10) que equilibra el espacio.,Bajo,Baja,Suave;Cálido;Acogedor;Natural
,Chalet de Chocolate,Cálido,2,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Chocolate Liviano,Cálido,2,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad muy bajo (2/10) y saturación baja (3/10) que genera profundidad.,Muy Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Crème Brûlée,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Crème Brûlée,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Crème Brûlée,Cálido,3,3,Terracota,Dramático,Living,Blanco;Madera clara;Beige;Blanco roto,Blanco;Crema;Azul profundo,Terracota cálido de luminosidad bajo (3/10) y saturación baja (3/10) que genera profundidad.,Bajo,Baja,Profundo;Cálido;Acogedor;Sobrio
,Embarcadero de Piedra,Neutro,2,2,Gris frío,Dramático,Living,Blanco;Madera clara;Negro mate;Blanco roto,Blanco;Crema;Verde oliva,Gris frío neutro de luminosidad muy bajo (2/10) y saturación muy baja (2/10) que genera profundidad.,Muy Bajo,Muy Baja,Profundo;Neutro;Elegante;Sobrio
,Estambul,Cálido,6,2,Gris cálido,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Gris cálido cálido de luminosidad medio (6/10) y saturación muy baja (2/10) que equilibra el espacio.,Medio,Muy Baja,Suave;Cálido;Acogedor;Sobrio
,Fuga del Tiempo,Cálido,5,3,Arena,Rústico;Mediterráneo,Dormitorio;Pasillo,Blanco;Madera clara;Beige,Blanco;Crema;Azul profundo,Arena cálido de luminosidad medio (5/10) y saturación baja (3/10) que equilibra el espacio.,Medio,Baja,Suave;Cálido;Acogedor;Sobrio
